Accuracy,Loss
0.2347515970468521,1.9455530643463135
0.1320764273405075,3.6177687644958496
0.17554140090942383,2.7401671409606934
0.2246624231338501,2.555058479309082
0.20687897503376007,4.508383274078369
0.18389809131622314,3.300027370452881
0.16417834162712097,7.944812297821045
0.16183438897132874,19.19859504699707
0.08667515963315964,19.877967834472656
0.043363057076931,53.970035552978516
0.002700636861845851,139.33164978027344
0.0274649690836668,113.22449493408203
0.016968153417110443,426.9386291503906
0.016356687992811203,449.8314514160156
0.03801273927092552,572.2958374023438
0.019821656867861748,717.121337890625
0.030828025192022324,1217.7188720703125
0.022980891168117523,1167.513427734375
0.022165605798363686,2331.383056640625
0.01987261138856411,2736.544189453125
0.028229299932718277,742.8407592773438
0.030878981575369835,842.4204711914062
0.023592356592416763,1384.4989013671875
0.00856050942093134,1466.6573486328125
0.02710827998816967,1032.0087890625
0.021910827606916428,2527.747314453125
0.03194904327392578,951.2976684570312
0.021197453141212463,3675.45361328125
0.025528661906719208,5161.67529296875
0.02741401270031929,8980.1904296875
