Accuracy,Loss
0.24815286695957184,1.452736258506775
0.11184713244438171,2.7370715141296387
0.11648407578468323,2.5836784839630127
0.24815286695957184,1.6850075721740723
0.24815286695957184,1.655516505241394
0.24815286695957184,1.7346364259719849
0.24596178531646729,1.9677603244781494
0.24815286695957184,1.4536162614822388
0.24815286695957184,1.7784662246704102
0.21411465108394623,2.350015878677368
0.28657326102256775,1.4083764553070068
0.15531210601329803,2.546332359313965
0.3272356688976288,1.4406988620758057
0.24321019649505615,1.9932444095611572
0.2541656196117401,1.4684257507324219
0.2723057270050049,1.4459168910980225
0.24708279967308044,1.5229170322418213
0.24524840712547302,1.7002979516983032
0.2420891672372818,1.9160027503967285
0.27699363231658936,1.471057415008545
0.24351592361927032,1.718038558959961
0.27444586157798767,1.5018508434295654
0.22700637578964233,2.1514689922332764
0.2721528708934784,1.546410322189331
0.23072610795497894,2.0794029235839844
0.2608407735824585,1.6372191905975342
0.23668789863586426,1.8741029500961304
0.26236942410469055,1.6754850149154663
0.25635668635368347,1.783661961555481
0.2543184757232666,1.8142610788345337
