Accuracy,Loss
0.19882802665233612,4.088928699493408
0.1963312029838562,4.794118881225586
0.2088152915239334,3.0466020107269287
0.14211465418338776,17.558141708374023
0.10838216543197632,53.65435791015625
0.08107006549835205,72.39484405517578
0.05549044534564018,155.87037658691406
0.04315923526883125,134.18438720703125
0.015796178951859474,602.3369750976562
0.006726114545017481,1022.521484375
0.0118726110085845,1605.2822265625
0.013757961802184582,1792.7427978515625
0.008458598516881466,1052.7027587890625
0.020687898620963097,757.570556640625
0.01278980914503336,4704.9521484375
0.018802547827363014,7645.625
0.010343949310481548,4504.97412109375
0.0033121018204838037,7411.53515625
0.0034649681765586138,14943.3876953125
0.0,22993.330078125
0.0,23927.876953125
0.004484076518565416,74371.5546875
0.0014267516089603305,123708.6953125
0.0009681528899818659,129848.734375
0.0014267516089603305,58948.78515625
0.0005095541127957404,117635.5390625
0.006675159092992544,45994.8671875
0.0002547770563978702,247317.15625
5.0955415645148605e-05,462106.53125
0.0010700636776164174,500226.40625
