Accuracy,Loss
0.29656049609184265,1.365027666091919
0.27220383286476135,1.3739653825759888
0.33671337366104126,1.355163335800171
0.2482038289308548,1.4229556322097778
0.3123057186603546,1.3249107599258423
0.3269299268722534,1.3235872983932495
0.349808931350708,1.4664491415023804
0.349808931350708,1.4107966423034668
0.2866241931915283,1.3240646123886108
0.349808931350708,1.3259021043777466
0.349808931350708,1.565656065940857
0.24789808690547943,1.5598068237304688
0.349808931350708,1.3754736185073853
0.3035413920879364,1.3157260417938232
0.3491464853286743,1.3288681507110596
0.27724841237068176,1.3243212699890137
0.349808931350708,1.4238286018371582
0.24789808690547943,1.3972214460372925
0.27220383286476135,1.3297289609909058
0.24789808690547943,1.3669770956039429
0.3498598635196686,1.329545259475708
0.31571975350379944,1.3192797899246216
0.3433375656604767,1.3216155767440796
0.349808931350708,1.421950101852417
0.24789808690547943,1.4868911504745483
0.349808931350708,1.3495218753814697
0.24789808690547943,1.429145097732544
0.3051210045814514,1.3226587772369385
0.2708280384540558,1.3507474660873413
0.3447643220424652,1.3419551849365234
